,0,1,2,3,4,5,6,7,8,9,10,11
0,1.0,0.2727272727272727,0.18666666666666665,0.24096385542168677,0.02070552147239264,0.0398671096345515,0.08680555555555555,0.25806451612903225,0.04299209562367423,0.3720930232558137,0.1292134831460674,0.7971014492753623
1,1.0,0.09917355371900827,0.10666666666666665,0.12650602409638556,0.024539877300613498,0.04983388704318936,0.10416666666666666,0.21658986175115208,0.07460960092539182,0.751937984496124,0.2247191011235955,0.536231884057971
2,1.0,0.2148760330578512,0.09333333333333334,0.22891566265060243,0.1303680981595092,0.058139534883720936,0.11805555555555555,0.27880184331797236,0.11856564488143562,0.193798449612403,0.044943820224719086,0.4347826086956521
3,1.0,0.3223140495867768,0.14666666666666667,0.2530120481927711,0.21012269938650308,0.059800664451827246,0.1527777777777778,0.4769585253456221,0.2311548101021792,0.35658914728682145,0.2303370786516854,0.17391304347826075
4,1.0,0.2975206611570248,0.09333333333333334,0.16867469879518077,0.12883435582822086,0.061461794019933555,0.07291666666666666,0.26497695852534564,0.14594177752072213,0.29457364341085235,0.1853932584269663,0.4057971014492754
5,1.0,0.2975206611570248,0.10666666666666665,0.24096385542168677,0.0567484662576687,0.03820598006644518,0.027777777777777776,0.20506912442396313,0.09427414690572533,0.2868217054263562,0.09550561797752811,0.4492753623188406
6,1.0,0.23966942148760328,0.04000000000000001,0.30722891566265065,0.0567484662576687,0.031561461794019925,0.19444444444444445,0.271889400921659,0.08964719491035567,0.14728682170542617,0.1797752808988764,0.3913043478260869
7,1.0,0.22314049586776852,0.13333333333333336,0.21084337349397592,0.14110429447852763,0.09634551495016612,0.20833333333333334,0.4009216589861751,0.1945247734721427,0.33333333333333304,0.19662921348314605,0.14492753623188404
8,1.0,0.44628099173553704,0.12666666666666665,0.20481927710843376,0.151840490797546,0.05647840531561461,0.16666666666666666,0.5115207373271888,0.19838056680161742,0.24806201550387552,0.10674157303370786,0.34782608695652173
9,1.0,0.22314049586776852,0.18,0.16867469879518077,0.18098159509202455,0.06976744186046512,0.2951388888888889,0.4769585253456221,0.17524580682475488,0.3410852713178292,0.16292134831460675,0.2753623188405798
10,1.0,0.3471074380165289,0.14666666666666667,0.29518072289156627,0.13496932515337423,0.061461794019933555,0.15972222222222224,0.41935483870967744,0.1791016001542296,0.3255813953488369,0.14606741573033705,0.28985507246376807
11,0.0,0.4297520661157024,0.3,0.29518072289156627,0.019938650306748466,0.26910299003322263,0.017361111111111112,0.04377880184331798,0.2003084634663601,0.4263565891472867,0.2191011235955056,0.2028985507246377
12,1.0,0.38842975206611563,0.07333333333333332,0.2891566265060241,0.007668711656441719,0.028239202657807314,0.07638888888888888,0.11981566820276499,0.091189512242142,0.13953488372093004,0.15730337078651685,0.3623188405797102
13,0.0,0.4545454545454546,0.15999999999999998,0.3433734939759036,0.02147239263803681,0.10797342192691031,0.09027777777777778,0.1359447004608295,0.1887410834779253,0.4341085271317824,0.3202247191011236,0.3913043478260869
14,1.0,0.30578512396694213,0.12000000000000001,0.22891566265060243,0.07822085889570553,0.019933554817275746,0.07638888888888888,0.27419354838709675,0.12087912087912045,0.31782945736434076,0.2247191011235955,0.4492753623188406
15,0.0,0.4132231404958677,0.2533333333333333,0.27108433734939763,0.03067484662576687,0.09302325581395349,0.02083333333333333,0.027649769585253458,0.14632735685367493,0.46511627906976694,0.3202247191011236,0.8695652173913044
16,0.0,0.4132231404958677,0.12666666666666665,0.2349397590361446,0.02147239263803681,0.1511627906976744,0.06597222222222222,0.04838709677419355,0.16097937150568953,0.33333333333333304,0.2640449438202247,0.4637681159420288
17,1.0,0.28925619834710736,0.13333333333333336,0.21686746987951808,0.18558282208588955,0.051495016611295685,0.12847222222222224,0.3087557603686636,0.20994794679005224,0.44961240310077466,0.3202247191011236,0.2318840579710144
18,0.0,0.5785123966942148,0.27999999999999997,0.2771084337349398,0.02914110429447853,0.10631229235880398,0.01388888888888889,0.04838709677419355,0.250433776749567,0.25581395348837166,0.2359550561797753,0.21739130434782616
19,1.0,0.4297520661157024,0.12000000000000001,0.20481927710843376,0.09355828220858896,0.03322259136212624,0.06944444444444443,0.35944700460829493,0.15153267784846847,0.2790697674418601,0.15730337078651685,0.37681159420289845
20,1.0,0.31404958677685946,0.08666666666666666,0.3614457831325301,0.023006134969325156,0.061461794019933555,0.15972222222222224,0.3663594470046083,0.12512049354154797,0.25581395348837166,0.1797752808988764,0.30434782608695654
21,1.0,0.19834710743801653,0.18666666666666665,0.1927710843373494,0.052147239263803685,0.04485049833887044,0.14930555555555555,0.19815668202764977,0.04337767495662348,0.3720930232558137,0.15730337078651685,0.7681159420289856
22,0.0,0.4049586776859503,0.2533333333333333,0.18674698795180725,0.02914110429447853,0.19435215946843853,0.0798611111111111,0.1336405529953917,0.1995373048004616,0.29457364341085235,0.29213483146067415,0.2318840579710144
23,1.0,0.2479338842975206,0.08,0.355421686746988,0.004601226993865032,0.22923588039867107,0.12847222222222224,0.2903225806451613,0.11355311355311315,0.25581395348837166,0.08988764044943821,0.1594202898550725
24,1.0,0.23966942148760328,0.38666666666666666,0.0,0.19018404907975459,0.0398671096345515,0.10763888888888888,0.15898617511520738,0.16194331983805554,0.33333333333333304,0.15730337078651685,0.3913043478260869
25,1.0,0.4297520661157024,0.23333333333333328,0.18072289156626506,0.013803680981595092,0.0681063122923588,0.02083333333333333,0.38940092165898615,0.15403894351262792,0.3023255813953485,0.1292134831460674,0.24637681159420288
26,1.0,0.31404958677685946,0.12666666666666665,0.1987951807228916,0.02147239263803681,0.08305647840531562,0.0625,0.38940092165898615,0.14054366685945752,0.387596899224806,0.1910112359550562,0.2753623188405798
27,1.0,0.30578512396694213,0.09999999999999999,0.21686746987951808,0.09815950920245399,0.04485049833887044,0.14583333333333334,0.35714285714285715,0.1289762868710227,0.24806201550387552,0.05617977528089889,0.4347826086956521
28,1.0,0.25619834710743805,0.11333333333333333,0.16265060240963858,0.12960122699386503,0.04983388704318936,0.12499999999999999,0.28110599078341014,0.12512049354154797,0.4263565891472867,0.06741573033707866,0.4782608695652175
29,0.0,0.2644628099173554,0.4066666666666666,0.04216867469879519,0.02914110429447853,0.13621262458471758,0.048611111111111105,0.03456221198156682,0.16599190283400844,0.5116279069767438,0.2134831460674157,0.4782608695652175
30,1.0,0.25619834710743805,0.17333333333333334,0.18072289156626506,0.06288343558282208,0.03322259136212624,0.11458333333333333,0.3271889400921659,0.0875265085791419,0.4961240310077515,0.15168539325842695,0.6231884057971016
31,1.0,0.2975206611570248,0.15333333333333332,0.15662650602409642,0.12269938650306747,0.06478405315614617,0.15972222222222224,0.4608294930875576,0.1791016001542296,0.4186046511627901,0.07865168539325841,0.1594202898550725
32,1.0,0.28925619834710736,0.17333333333333334,0.18072289156626506,0.13496932515337423,0.079734219269103,0.11458333333333333,0.39631336405529954,0.16252168883747942,0.33333333333333304,0.12359550561797754,0.34782608695652173
33,1.0,0.30578512396694213,0.09333333333333334,0.1746987951807229,0.06441717791411042,0.0681063122923588,0.1111111111111111,0.18663594470046083,0.13283208020050452,0.3255813953488369,0.11235955056179776,0.2753623188405798
34,1.0,0.31404958677685946,0.08,0.21686746987951808,0.019938650306748466,0.05647840531561461,0.0798611111111111,0.24193548387096775,0.10140736456526156,0.44186046511627897,0.1797752808988764,0.4782608695652175
35,1.0,0.16528925619834706,0.04666666666666666,0.16867469879518077,0.0030674846625766885,0.04651162790697675,0.14583333333333334,0.27880184331797236,0.09388856757277964,0.4031007751937983,0.16292134831460675,0.18840579710144945
36,1.0,0.23966942148760328,0.13999999999999996,0.27108433734939763,0.21012269938650308,0.07475083056478406,0.10069444444444443,0.40322580645161293,0.22325043377674803,0.3255813953488369,0.19662921348314605,0.1594202898550725
37,1.0,0.23140495867768585,0.11333333333333333,0.21084337349397592,0.20552147239263804,0.09966777408637875,0.1423611111111111,0.3617511520737327,0.2292269134374436,0.6511627906976742,0.14044943820224715,0.26086956521739135
38,1.0,0.20661157024793386,0.17333333333333334,0.1987951807228916,0.061349693251533735,0.04152823920265781,0.0625,0.17050691244239632,0.08849045691151147,0.5116279069767438,0.20224719101123595,0.5797101449275364
39,0.0,0.2644628099173554,0.4433333333333333,0.07228915662650602,0.018404907975460124,0.1744186046511628,0.048611111111111105,0.1336405529953917,0.16907653749758822,0.387596899224806,0.20786516853932585,0.21739130434782616
40,1.0,0.2148760330578512,0.18,0.16867469879518077,0.18404907975460122,0.04983388704318936,0.0625,0.271889400921659,0.1596298438403707,0.3720930232558137,0.11797752808988764,0.37681159420289845
41,1.0,0.23966942148760328,0.07333333333333332,0.2349397590361446,0.006134969325153375,0.03820598006644518,0.04513888888888888,0.14976958525345624,0.03875072296125026,0.45736434108527124,0.08988764044943821,0.7246376811594204
42,1.0,0.22314049586776852,0.09333333333333334,0.16867469879518077,0.04754601226993865,0.08305647840531562,0.09722222222222221,0.33410138248847926,0.08983998457682674,0.39534883720930214,0.10674157303370786,0.5942028985507246
43,1.0,0.30578512396694213,0.14666666666666667,0.12650602409638556,0.09125766871165644,0.028239202657807314,0.1111111111111111,0.315668202764977,0.10275689223057682,0.1550387596899223,0.07303370786516854,0.4492753623188406
44,1.0,0.2148760330578512,0.17333333333333334,0.12048192771084339,0.21932515337423314,0.08471760797342193,0.12499999999999999,0.35944700460829493,0.21573163678426965,0.31782945736434076,0.1292134831460674,0.14492753623188404
45,0.0,0.28099173553719003,0.37666666666666665,0.0,0.019938650306748466,0.14617940199335544,0.048611111111111105,0.07603686635944701,0.18584923848081658,0.5038759689922481,0.20224719101123595,0.17391304347826075
46,1.0,0.2148760330578512,0.13999999999999996,0.10843373493975904,0.22085889570552147,0.051495016611295685,0.06944444444444443,0.2534562211981567,0.19760940813572603,0.3255813953488369,0.15730337078651685,0.17391304347826075
